NCO_name,concept_id,concept_name
Injury of abdomen,43530952,Induced termination of pregnancy complicated by laceration of bladder
Injury of abdomen,4244711,Contusion of flank
Injury of abdomen,42536786,Laceration of stomach and avulsion of part of stomach
Injury of abdomen,442553,Injury of bladder
Injury of abdomen,37116606,Open bite of abdomen
Injury of abdomen,4324695,Legal termination of pregnancy with laceration of cervix
Injury of abdomen,4336244,Nonvenomous insect bite of vagina without infection
Injury of abdomen,195400,Injury of renal vessels
Injury of abdomen,444212,Injury of descending left colon without open wound into abdominal cavity
Injury of abdomen,43530925,Induced termination of pregnancy complicated by laceration of broad ligament
Injury of abdomen,4090091,Open wound of hypochondrium with complication
Injury of abdomen,4096771,Pancreatic duct injury
Injury of abdomen,4113525,Old uterine laceration due to obstetric cause
Injury of abdomen,193620,Injury of kidney without open wound into abdominal cavity
Injury of abdomen,4053834,Injury of large intestine
Injury of abdomen,193345,Pelvic organ injury with open wound into abdominal cavity
Injury of abdomen,197710,Injury of multiple sites in colon AND/OR rectum without open wound into abdominal cavity
Injury of abdomen,4106996,Contusion of ileum
Injury of abdomen,4096762,Contusion of gallbladder
Injury of abdomen,36715582,Moderate laceration of spleen
Injury of abdomen,4152935,Laceration of abdomen
Injury of abdomen,4077275,Illegal termination of pregnancy with laceration of cervix
Injury of abdomen,4135625,Mesenteric tear
Injury of abdomen,4049604,Multiple extreme injuries of abdominal organs without open wound into cavity
Injury of abdomen,36686420,Laceration of left kidney
Injury of abdomen,4208700,Injury of gallbladder with open wound into abdominal cavity
Injury of abdomen,192957,Perforation of bile duct
Injury of abdomen,4054448,Fallopian tube injury with open wound into cavity
Injury of abdomen,4155344,Human bite of abdomen
Injury of abdomen,4105482,Superficial injury of groin with infection
Injury of abdomen,4058064,"Abrasion of groin, infected"
Injury of abdomen,4094981,Contusion of pancreas
Injury of abdomen,194200,Laceration of kidney without open wound into abdominal cavity
Injury of abdomen,4106999,Laceration of anus
Injury of abdomen,198897,Injury of descending left colon with open wound into abdominal cavity
Injury of abdomen,4050990,Injury of seminal vesicle with open wound into abdominal cavity
Injury of abdomen,4244063,Stellate laceration of liver with open wound into abdominal cavity
Injury of abdomen,197134,Hematoma AND contusion of liver with open wound into abdominal cavity
Injury of abdomen,193907,Superior mesenteric artery trunk injury
Injury of abdomen,200252,Injury of tail of pancreas with open wound into abdominal cavity
Injury of abdomen,4093263,Nonvenomous insect bite of groin with infection
Injury of abdomen,4086529,Injury of jejunum
Injury of abdomen,444095,Injury of ureter without open wound into abdominal cavity
Injury of abdomen,4132551,Injury of middle colic artery
Injury of abdomen,194516,Hematoma AND contusion of liver without open wound into abdominal cavity
Injury of abdomen,4154460,Contusion of prostate
Injury of abdomen,4269067,Burn of colon
Injury of abdomen,4016554,Multiple injuries to colon or rectum with open wound into cavity
Injury of abdomen,4245881,Superficial foreign body of anus without major open wound but with infection
Injury of abdomen,316457,Mallory-Weiss syndrome
Injury of abdomen,36686422,Contusion of left kidney
Injury of abdomen,198010,Injury of stomach without open wound into abdominal cavity
Injury of abdomen,442789,Injury of inferior mesenteric vein
Injury of abdomen,4180859,Illegal termination of pregnancy with laceration of bladder
Injury of abdomen,201715,Major laceration of liver with open wound into abdominal cavity
Injury of abdomen,4256750,Open wound of flank with complication
Injury of abdomen,4086857,Burn of cecum
Injury of abdomen,4027522,Injury of ovary without open wound into abdominal cavity
Injury of abdomen,4034150,Bladder injury - obstetric
Injury of abdomen,4085416,Burn of anus
Injury of abdomen,36686124,Open wound of abdominal wall due to dog bite
Injury of abdomen,4272706,Perineal laceration involving hymen
Injury of abdomen,36686419,Laceration of right kidney
Injury of abdomen,443078,Injury of head of pancreas with open wound into abdominal cavity
Injury of abdomen,4030854,Postirradiation vaginitis
Injury of abdomen,4173075,Superficial injury of abdominal wall with infection
Injury of abdomen,198288,Liver minor laceration with open wound into cavity
Injury of abdomen,4113941,Injury of anal canal
Injury of abdomen,200247,Colon or rectum injury with open wound into cavity
Injury of abdomen,4136542,Crushing of fallopian tube
Injury of abdomen,40491505,Injury of bladder and urethra
Injury of abdomen,194791,Injury of uterus with open wound into abdominal cavity
Injury of abdomen,36686425,Injury of right ureter
Injury of abdomen,4094984,Contusion of adrenal gland
Injury of abdomen,193523,Broad ligament laceration syndrome
Injury of abdomen,433350,Injury of head of pancreas without open wound into cavity
Injury of abdomen,42709936,Type 3b third degree laceration of perineum
Injury of abdomen,4220631,Injury of kidney
Injury of abdomen,4147300,Injury of ileocolic artery
Injury of abdomen,4096138,Contusion of small intestine
Injury of abdomen,36686410,Laceration of splenic artery
Injury of abdomen,4236743,Nonvenomous insect bite of flank without infection
Injury of abdomen,4094990,Contusion of duodenum
Injury of abdomen,197418,Injury of duodenum with open wound into abdominal cavity
Injury of abdomen,4086729,Tear of gallbladder
Injury of abdomen,4138269,Injury of ileocolic vein
Injury of abdomen,4129400,Injury of ascending colon
Injury of abdomen,194691,Healed tear of anal sphincter
Injury of abdomen,197416,Moderate laceration of liver without open wound into abdominal cavity
Injury of abdomen,3657910,Gunshot wound of abdominal wall
Injury of abdomen,4052967,Open wound of iliac region with complication
Injury of abdomen,36686408,Injury of right renal artery
Injury of abdomen,199089,Laceration of cervix - obstetric
Injury of abdomen,46272915,Injury of spleen during surgery
Injury of abdomen,4054910,Open injury of bladder
Injury of abdomen,4053833,Injury of rectum
Injury of abdomen,37309822,Chemical burn of abdominal wall
Injury of abdomen,443100,Stomach injury with open wound into cavity
Injury of abdomen,4060536,Injury of gallbladder without open wound into abdominal cavity
Injury of abdomen,4269912,Nonvenomous insect bite of abdominal wall without infection
Injury of abdomen,4130342,Cervical laceration
Injury of abdomen,4190297,Superficial injury of flank with infection
Injury of abdomen,4144091,Burn of rectum
Injury of abdomen,44782863,Laceration of liver with open wound into abdominal cavity
Injury of abdomen,4154568,Contusion of ovary
Injury of abdomen,42536790,Traumatic amputation of part of abdomen
Injury of abdomen,437725,Injury of branch of celiac axis
Injury of abdomen,4049809,Closed injury of spleen
Injury of abdomen,195966,Open wound of vagina with complication
Injury of abdomen,36686414,Injury of left iliac vein
Injury of abdomen,36686431,Laceration of sigmoid colon
Injury of abdomen,197136,Injury of small intestine without open wound into abdominal cavity
Injury of abdomen,442639,Injury of colon without open wound into abdominal cavity
Injury of abdomen,193625,Capsular tear without major disruption of parenchyma of spleen AND without open wound into abdominal cavity
Injury of abdomen,36686430,Laceration of descending colon
Injury of abdomen,4194113,Miscarriage with laceration of bladder
Injury of abdomen,443870,Major laceration of liver without open wound into abdominal cavity
Injury of abdomen,37116603,Puncture wound of abdomen with foreign body
Injury of abdomen,4019730,Injury to pancreas - open
Injury of abdomen,442746,Injury of body of pancreas without open wound into abdominal cavity
Injury of abdomen,4273078,Failed attempted termination of pregnancy with laceration of broad ligament
Injury of abdomen,4341242,Traumatic perforation of duodenum
Injury of abdomen,4153388,Pellet wound of abdomen
Injury of abdomen,443937,Injury of tail of pancreas without open wound into abdominal cavity
Injury of abdomen,42536758,Injury of abdominopelvic portion of sympathetic nervous system
Injury of abdomen,4134939,Vaginal vault tear
Injury of abdomen,4104791,Avulsion of liver
Injury of abdomen,4056721,Injury of multiple intra-abdominal organs
Injury of abdomen,37117795,Injury of bladder during surgery
Injury of abdomen,4152631,Crush injury of liver
Injury of abdomen,4096778,Contusion of appendix
Injury of abdomen,192753,Injury of small intestine with open wound into abdominal cavity
Injury of abdomen,4212235,Injury of intestine without open wound into abdominal cavity
Injury of abdomen,4050835,"Insect bite, nonvenomous, of flank"
Injury of abdomen,197154,Injury of portal vein
Injury of abdomen,4096777,Delayed perforation of small intestine
Injury of abdomen,4055711,"Abrasion, abdominal wall"
Injury of abdomen,4216436,Legal termination of pregnancy with laceration of broad ligament
Injury of abdomen,4146740,Abrasion and/or friction burn of groin without infection
Injury of abdomen,4187789,Abrasion and/or friction burn of abdominal wall with infection
Injury of abdomen,36686429,Laceration of ascending colon
Injury of abdomen,4265644,Burn of cervix
Injury of abdomen,444408,Laceration of kidney with open wound into abdominal cavity
Injury of abdomen,198599,Injury of ovarian artery
Injury of abdomen,4050099,Open wound of hypogastrium with complication
Injury of abdomen,4096031,Laceration of stomach
Injury of abdomen,36686433,Primary blast injury of ileum
Injury of abdomen,433629,Injury of transverse colon without open wound into abdominal cavity
Injury of abdomen,4180274,Open wound of abdominal wall without complication
Injury of abdomen,43531714,Induced termination of pregnancy complicated by laceration of cervix
Injury of abdomen,4053592,Injury of colon
Injury of abdomen,4052964,Open wound of epigastrium with complication
Injury of abdomen,4137344,Burn of ovary
Injury of abdomen,4096780,Serosal tear of cecum
Injury of abdomen,4053596,Injury of seminal vesicle
Injury of abdomen,444174,Burn of vagina and uterus
Injury of abdomen,443872,Injury of ascending right colon without open wound into abdominal cavity
Injury of abdomen,4155063,Stab wound of abdomen
Injury of abdomen,4095566,Fragmentation of adrenal gland
Injury of abdomen,4107001,Serosal tear of ileum
Injury of abdomen,4085410,Serosal tear of jejunum
Injury of abdomen,36674271,Deep third degree burn of abdomen
Injury of abdomen,4155515,Contusion of uterus
Injury of abdomen,73349,Injury of rectum without open wound into abdominal cavity
Injury of abdomen,4143888,Postoperative abdominal wall wound abscess
Injury of abdomen,4053831,Injury of transverse colon
Injury of abdomen,4095571,Laceration of small intestine
Injury of abdomen,4054892,Celiac or mesenteric artery injury
Injury of abdomen,40487844,Dehiscence of pyloroplasty
Injury of abdomen,442083,Obstetric laceration of cervix with postnatal problem
Injury of abdomen,4170460,Anal sphincter tear
Injury of abdomen,4096141,Laceration of colon
Injury of abdomen,43530926,Induced termination of pregnancy complicated by laceration of uterus
Injury of abdomen,765743,Open injury of kidney grade V
Injury of abdomen,193830,Third degree perineal laceration
Injury of abdomen,4095565,Injury of adrenal gland
Injury of abdomen,4155358,Dog bite of abdomen
Injury of abdomen,443455,Compartment syndrome of abdomen due to trauma
Injury of abdomen,37116493,Multiple superficial injuries of abdominal wall
Injury of abdomen,37309790,Partial thickness burn of inguinal region
Injury of abdomen,4152622,Laceration of seminal vesicle
Injury of abdomen,4033535,Open wound of epigastric region without complication
Injury of abdomen,4119170,Contusion of omentum
Injury of abdomen,4217497,Injury of flank
Injury of abdomen,4154458,Laceration of bladder
Injury of abdomen,194797,Injury of uterine artery
Injury of abdomen,193627,Injury of hepatic vein
Injury of abdomen,4094324,Injury to colon/rectum
Injury of abdomen,192368,Old vaginal laceration
Injury of abdomen,194788,Open wound of anterior abdominal wall with complication
Injury of abdomen,4032920,Perineal laceration involving vagina
Injury of abdomen,4058060,"Abrasion, groin"
Injury of abdomen,4298441,Injury of bile duct without open wound into abdominal cavity
Injury of abdomen,40490331,Dehiscence of gastrojejunostomy
Injury of abdomen,198017,Retroperitoneum injury with open wound into cavity
Injury of abdomen,4155516,Laceration of uterus
Injury of abdomen,4084789,Injury of abdominal wall
Injury of abdomen,4134922,Laceration of kidney
Injury of abdomen,36686171,Laceration of abdominal wall
Injury of abdomen,4202813,Injury of cystic vein
Injury of abdomen,40487455,Traumatic injury of head of pancreas
Injury of abdomen,4055713,"Abrasion, anus"
Injury of abdomen,36686123,Open wound of abdominal wall due to human bite
Injury of abdomen,193269,Obstetric high vaginal laceration - delivered
